Caller ID,Receiver ID,Call Duration (s),Carrier,Cost ($),Network Latency (ms),Time of Day,Timestamp
2364577831,5500414009,132,T-Mobile,7.92,119.4,Peak,2025-03-22 18:41:45.631989
3373147866,2897511736,228,AT&T,11.4,130.72,Off-Peak,2025-03-26 21:41:45.631989
8807689871,1384814638,416,T-Mobile,24.96,169.07,Off-Peak,2025-03-27 06:41:45.631989
8542391603,1086445049,121,AT&T,6.05,139.54,Off-Peak,2025-03-09 07:41:45.631989
3915847669,4555828883,256,AT&T,12.8,129.99,Off-Peak,2025-03-03 11:41:45.631989
2602371105,5299262407,23,T-Mobile,1.38,289.94,Off-Peak,2025-03-05 07:41:45.631989
2534894024,8236949320,388,Verizon,27.16,69.66,Off-Peak,2025-03-02 18:41:45.631989
7651046827,3932701591,506,AT&T,25.3,139.08,Off-Peak,2025-03-22 16:41:45.631989
3493318326,9823908080,548,Jio,16.44,223.08,Off-Peak,2025-03-25 18:41:45.631989
4519272010,4521721681,12,Verizon,0.84,205.41,Peak,2025-03-25 07:41:45.631989
8589846247,2143985932,440,Verizon,30.8,121.37,Off-Peak,2025-03-12 23:41:45.631989
4149795199,4059582950,546,Vodafone,21.84,105.02,Peak,2025-03-23 15:41:45.631989
3910889158,5686578530,434,AT&T,21.7,61.19,Peak,2025-03-13 12:41:45.631989
9227482145,5637739348,437,Jio,13.11,234.78,Off-Peak,2025-03-17 20:41:45.631989
8134390937,9417722216,34,Verizon,2.38,213.16,Peak,2025-03-10 14:41:45.631989
8805766232,8293695380,233,Vodafone,9.32,204.74,Off-Peak,2025-03-12 17:41:45.631989
4583424645,3090657226,528,Jio,15.84,120.43,Peak,2025-03-13 07:41:45.631989
9655734835,1436294335,464,T-Mobile,27.84,80.37,Off-Peak,2025-03-14 18:41:45.631989
2926168532,8490981089,257,AT&T,12.85,229.41,Peak,2025-03-04 12:41:45.631989
3806521980,7810243662,165,AT&T,8.25,275.36,Peak,2025-03-19 19:41:45.631989
8444868506,9098140710,41,Verizon,2.87,227.49,Off-Peak,2025-03-10 07:41:45.631989
4532096346,6840111571,536,Jio,16.08,232.06,Off-Peak,2025-03-05 00:41:45.631989
8821472197,3498481793,168,T-Mobile,10.08,50.01,Peak,2025-03-12 07:41:45.631989
3284148579,5386296361,572,Verizon,40.04,62.42,Off-Peak,2025-03-12 11:41:45.631989
5049473629,9269385251,29,Verizon,2.03,234.3,Off-Peak,2025-03-16 04:41:45.631989
4644138157,7233285912,303,Jio,9.09,121.28,Off-Peak,2025-03-28 05:41:45.631989
6990866229,8129774949,413,T-Mobile,24.78,272.34,Peak,2025-03-07 15:41:45.631989
1566332188,1955154447,394,AT&T,19.7,80.4,Off-Peak,2025-03-20 04:41:45.631989
6059840023,7335229527,177,Vodafone,7.08,285.01,Peak,2025-03-19 01:41:45.631989
1367408602,4136152498,350,T-Mobile,21.0,176.85,Off-Peak,2025-03-11 08:41:45.631989
3947557768,8875651089,255,Jio,7.65,177.27,Peak,2025-03-31 21:41:45.631989
1301103865,7711830848,382,Verizon,26.74,253.01,Peak,2025-03-25 21:41:45.631989
1884509782,2539627596,105,AT&T,5.25,206.7,Peak,2025-03-02 17:41:45.631989
4466678686,1220989820,417,Verizon,29.19,83.83,Peak,2025-03-31 03:41:45.631989
1570901898,8278866518,166,Verizon,11.62,222.33,Off-Peak,2025-03-17 06:41:45.631989
9752032179,3589182593,249,T-Mobile,14.94,174.06,Off-Peak,2025-03-10 02:41:45.631989
5811841503,3414333676,125,Vodafone,5.0,155.79,Peak,2025-03-06 12:41:45.631989
5678521543,7053682255,265,Jio,7.95,205.82,Off-Peak,2025-03-02 21:41:45.631989
6560456514,7575618271,447,Jio,13.41,279.63,Off-Peak,2025-03-27 15:41:45.631989
6198065604,3446323420,433,T-Mobile,25.98,178.65,Peak,2025-03-08 10:41:45.631989
7614275388,4342909332,509,T-Mobile,30.54,288.97,Peak,2025-03-26 13:41:45.631989
7287426369,9505256461,256,T-Mobile,15.36,213.29,Peak,2025-04-01 06:41:45.631989
7042761400,8962406063,334,Verizon,23.38,165.31,Off-Peak,2025-03-03 05:41:45.631989
3744088495,2137725460,558,Jio,16.74,159.96,Peak,2025-03-29 18:41:45.631989
9720431112,4077939531,211,T-Mobile,12.66,103.37,Peak,2025-03-04 22:41:45.631989
3677311575,9359523097,240,Verizon,16.8,116.9,Peak,2025-03-29 12:41:45.631989
4934711470,1208122388,116,T-Mobile,6.96,102.13,Off-Peak,2025-04-01 07:41:45.631989
7634883585,2470143057,253,Jio,7.59,249.43,Off-Peak,2025-03-23 04:41:45.631989
9968816959,3540421031,135,T-Mobile,8.1,172.57,Off-Peak,2025-03-25 08:41:45.631989
6913759133,7960027809,285,Verizon,19.95,119.32,Peak,2025-03-20 03:41:45.631989
8541753254,2953549612,36,Vodafone,1.44,139.92,Off-Peak,2025-03-10 02:41:45.631989
3202221611,2074396608,36,AT&T,1.8,141.98,Peak,2025-03-10 07:41:45.631989
4722937581,9095298442,567,AT&T,28.35,138.41,Off-Peak,2025-03-09 00:41:45.631989
4564767710,8389183086,128,T-Mobile,7.68,236.93,Off-Peak,2025-03-03 11:41:45.631989
1122513094,6345365108,556,AT&T,27.8,147.96,Off-Peak,2025-03-22 14:41:45.631989
5454349328,2247396438,369,Vodafone,14.76,284.13,Off-Peak,2025-03-19 20:41:45.631989
7594527279,7559109971,33,AT&T,1.65,52.44,Off-Peak,2025-03-02 03:41:45.631989
3460795392,1252855626,549,Verizon,38.43,99.03,Peak,2025-03-28 23:41:45.631989
3356180736,7363140332,426,Vodafone,17.04,83.29,Peak,2025-03-09 23:41:45.631989
9890101698,2345050353,440,T-Mobile,26.4,116.28,Peak,2025-03-22 06:41:45.631989
4524688553,9970602972,203,Vodafone,8.12,208.57,Peak,2025-03-21 18:41:45.631989
7565955964,7326392578,285,Vodafone,11.4,142.58,Peak,2025-03-29 22:41:45.631989
2480142260,5362458988,242,Verizon,16.94,246.38,Off-Peak,2025-03-13 10:41:45.631989
2502546355,2693992652,27,Jio,0.81,280.81,Peak,2025-03-31 20:41:45.631989
2311353963,5478319236,212,Jio,6.36,158.52,Off-Peak,2025-03-28 16:41:45.631989
6075252575,5502346907,306,T-Mobile,18.36,262.6,Off-Peak,2025-03-15 20:41:45.631989
3599814845,5005644671,274,AT&T,13.7,140.77,Peak,2025-03-28 16:41:45.631989
7097261926,4417249951,276,AT&T,13.8,220.16,Off-Peak,2025-03-15 11:41:45.631989
1251453811,9056563841,221,Jio,6.63,145.93,Off-Peak,2025-03-12 18:41:45.631989
7531330043,3932680480,512,Jio,15.36,209.88,Off-Peak,2025-03-30 12:41:45.631989
5421128679,2132810850,256,T-Mobile,15.36,258.59,Off-Peak,2025-03-21 11:41:45.631989
8727371844,7998254504,362,Vodafone,14.48,149.54,Peak,2025-03-08 12:41:45.631989
3707997934,6521379539,555,Verizon,38.85,181.47,Off-Peak,2025-03-31 22:41:45.631989
7633640995,9750812368,331,AT&T,16.55,179.13,Off-Peak,2025-03-11 18:41:45.631989
8222535052,8451126426,57,AT&T,2.85,158.49,Peak,2025-03-02 15:41:45.631989
8714297417,9511123641,304,AT&T,15.2,272.85,Peak,2025-03-22 14:41:45.631989
2687424600,1283927831,135,Verizon,9.45,250.35,Peak,2025-03-24 10:41:45.631989
9122627082,8874408003,438,Jio,13.14,295.17,Peak,2025-03-27 03:41:45.631989
7189643456,5573359116,352,Verizon,24.64,208.44,Off-Peak,2025-03-14 11:41:45.631989
7430035058,5915530242,189,T-Mobile,11.34,163.94,Peak,2025-03-31 05:41:45.631989
5675170924,2050377768,398,T-Mobile,23.88,284.58,Peak,2025-03-24 18:41:45.631989
2989119173,6487622004,215,Verizon,15.05,69.14,Off-Peak,2025-03-23 04:41:45.631989
1155402136,1890719899,121,T-Mobile,7.26,270.43,Peak,2025-03-08 00:41:45.631989
6866156052,9695597998,462,Jio,13.86,264.88,Off-Peak,2025-03-05 16:41:45.631989
6723627732,8447936826,115,Jio,3.45,290.75,Peak,2025-03-25 07:41:45.631989
9702792529,9266683111,129,Verizon,9.03,168.14,Peak,2025-03-17 20:41:45.631989
3203172684,5413488353,89,Vodafone,3.56,161.43,Off-Peak,2025-03-29 15:41:45.631989
7911368967,7923678929,211,T-Mobile,12.66,257.53,Off-Peak,2025-03-03 18:41:45.631989
2543321024,9588624252,255,Vodafone,10.2,262.57,Peak,2025-03-08 13:41:45.631989
4759658888,8664083122,177,Verizon,12.39,56.81,Off-Peak,2025-03-06 11:41:45.631989
9178608116,6308205170,243,Vodafone,9.72,221.0,Off-Peak,2025-03-21 05:41:45.631989
3430623413,2413157204,176,Vodafone,7.04,190.69,Off-Peak,2025-03-10 22:41:45.631989
2729591045,2075501859,531,Verizon,37.17,111.14,Peak,2025-03-07 18:41:45.631989
9729551541,2026190492,459,Jio,13.77,201.65,Peak,2025-03-04 00:41:45.631989
3149412013,8712401763,259,T-Mobile,15.54,164.11,Peak,2025-03-04 02:41:45.631989
5657370003,1658867030,78,Jio,2.34,58.99,Peak,2025-03-23 07:41:45.631989
1233955624,5853697703,459,Verizon,32.13,114.88,Off-Peak,2025-03-04 14:41:45.631989
2292294278,8810473556,76,AT&T,3.8,110.36,Peak,2025-03-16 07:41:45.631989
9513059092,2708273143,527,T-Mobile,31.62,81.22,Peak,2025-03-29 14:41:45.631989
2988810282,3832630247,115,AT&T,5.75,153.88,Peak,2025-03-05 05:41:45.631989
3438843654,9910822507,192,T-Mobile,11.52,188.21,Peak,2025-03-12 16:41:45.631989
7684616902,2399779477,11,AT&T,0.55,73.96,Peak,2025-03-29 23:41:45.631989
4117178863,7226009968,530,Jio,15.9,287.7,Off-Peak,2025-03-26 13:41:45.631989
8907529027,2144442876,498,T-Mobile,29.88,228.07,Peak,2025-03-15 03:41:45.631989
1748398700,4850896023,108,AT&T,5.4,220.42,Peak,2025-03-22 17:41:45.631989
8319550601,3485214873,181,AT&T,9.05,214.16,Peak,2025-03-06 07:41:45.631989
9026394966,6312082177,326,Jio,9.78,170.81,Off-Peak,2025-03-28 04:41:45.631989
5097925359,8341966085,116,AT&T,5.8,163.37,Off-Peak,2025-03-11 23:41:45.631989
3322659629,4361609785,277,AT&T,13.85,94.71,Off-Peak,2025-03-15 08:41:45.631989
2318934368,7650722118,231,Jio,6.93,229.78,Peak,2025-03-15 17:41:45.631989
1815907907,1744738394,259,Jio,7.77,129.56,Off-Peak,2025-03-24 10:41:45.631989
9814088857,6610055655,404,Verizon,28.28,57.02,Off-Peak,2025-03-28 06:41:45.631989
2115055264,7351001281,292,Jio,8.76,133.68,Off-Peak,2025-03-18 02:41:45.631989
8542100484,1058654369,145,Vodafone,5.8,219.14,Off-Peak,2025-03-04 18:41:45.631989
9618757915,2225994512,292,Jio,8.76,235.98,Off-Peak,2025-04-01 07:41:45.631989
1764211693,1376583966,593,T-Mobile,35.58,229.32,Off-Peak,2025-03-30 12:41:45.631989
1691038031,6375121209,221,Verizon,15.47,86.55,Peak,2025-03-30 20:41:45.631989
2182598504,3005317468,485,T-Mobile,29.1,138.12,Off-Peak,2025-03-12 20:41:45.631989
7393270141,7714198155,411,T-Mobile,24.66,148.78,Peak,2025-03-20 06:41:45.631989
8819434456,6423359767,370,Vodafone,14.8,188.72,Off-Peak,2025-03-22 05:41:45.631989
3142472823,4608920216,208,Verizon,14.56,51.25,Off-Peak,2025-03-19 18:41:45.631989
2420349229,6166220984,287,Verizon,20.09,162.25,Off-Peak,2025-03-03 08:41:45.631989
1840622709,1591750936,359,Vodafone,14.36,167.93,Peak,2025-03-19 15:41:45.631989
6045909671,2688615844,29,Jio,0.87,199.34,Peak,2025-04-01 05:41:45.631989
4570013286,1518065001,433,AT&T,21.65,227.31,Off-Peak,2025-03-12 06:41:45.631989
9425886165,2673919585,85,Verizon,5.95,204.4,Off-Peak,2025-03-10 20:41:45.631989
2141673176,3718311068,430,Jio,12.9,255.75,Off-Peak,2025-03-17 21:41:45.631989
8735818622,2047350087,188,T-Mobile,11.28,124.33,Peak,2025-03-26 23:41:45.631989
4968405746,2675129032,99,T-Mobile,5.94,211.19,Peak,2025-03-23 00:41:45.631989
1942827045,9487755504,383,Verizon,26.81,89.97,Off-Peak,2025-03-11 18:41:45.631989
9223592587,2178078498,125,T-Mobile,7.5,199.74,Off-Peak,2025-04-01 07:41:45.631989
3244783180,1212478428,199,T-Mobile,11.94,108.42,Peak,2025-03-05 03:41:45.631989
1631415320,6725519319,260,T-Mobile,15.6,61.91,Peak,2025-03-14 14:41:45.631989
5281290861,2463142796,61,Jio,1.83,58.85,Peak,2025-03-29 14:41:45.631989
2064476029,3712458459,256,Jio,7.68,119.36,Off-Peak,2025-03-04 15:41:45.631989
4819767858,9817310014,185,T-Mobile,11.1,260.33,Peak,2025-03-21 00:41:45.631989
2166786361,4846740002,94,Verizon,6.58,70.75,Off-Peak,2025-03-20 05:41:45.631989
8658531087,1822121622,177,Vodafone,7.08,230.89,Off-Peak,2025-03-20 04:41:45.631989
1287563792,3459169830,125,Jio,3.75,117.35,Off-Peak,2025-03-31 09:41:45.631989
5032525964,4965826517,82,Jio,2.46,200.83,Off-Peak,2025-03-10 00:41:45.631989
5393861654,7508852576,487,Vodafone,19.48,230.92,Off-Peak,2025-03-21 15:41:45.631989
8771302278,9195556391,560,Vodafone,22.4,135.45,Peak,2025-03-26 06:41:45.631989
5060156086,9297931258,516,Verizon,36.12,99.85,Peak,2025-03-28 19:41:45.631989
9291976517,3244515920,347,Vodafone,13.88,102.27,Peak,2025-03-31 01:41:45.631989
5353300249,4290228783,226,AT&T,11.3,171.67,Peak,2025-03-01 23:41:45.631989
4424496823,9359621683,364,AT&T,18.2,176.67,Off-Peak,2025-03-02 18:41:45.631989
6484617710,9214351363,219,AT&T,10.95,53.19,Off-Peak,2025-03-22 10:41:45.631989
6743516951,5373650197,549,T-Mobile,32.94,217.99,Off-Peak,2025-03-12 16:41:45.631989
7117595197,4667702946,584,Vodafone,23.36,97.38,Peak,2025-03-25 18:41:45.631989
7775218310,4620934515,495,T-Mobile,29.7,178.19,Off-Peak,2025-03-16 08:41:45.631989
